player,role,role_mantra,team,Prezzo_Consigliato_Cr,NN_FV_Atteso,NN_MV_Atteso,NN_Rischio_Std,Prob_Bonus_Ge_8_%,Prob_Picco_Ge_10_%,Clean_Sheet_%,FVM_1000,n_stagioni,mv_media_3y,mfv_media_3y,mv_storica,mfv_storica,mv_std,mv_trend,availability,gol_per_pg,ass_per_pg,amm_per_pg,rig_per_pg,n_seasons_us,xg_media_3y,xa_media_3y,xg_per90,xa_per90,npxg_per90,shots_per90,offensive_index,gf_avg_3y,giorni_infortunio_3y,n_infortuni_3y,infortunio_grave,malus_infortuni,starts_2627,sub_apps_2627,minutes_2627,is_starter_2627,starter_pct_2627,score_composito,score_composito_base,predicted_pts_p10,predicted_pts_p50,predicted_pts_p90,pts_volatility_spread,vorp_points,target_price_500,target_price_1000,clearing_price_1000,clearing_price_500,target_flags,prezzo_fair_1000,prezzo_fair_500,surplus_value_cr
Boga,A,W;A,JUV,7,2.7,6.0,0.5,0.0,0.0,0.0,27,6.0,6.165,6.862,6.107,6.707,0.117,0.0126,0.618,0.17,0.085,0.007,0.0,2.0,3.267,2.363,0.358,0.298,0.358,2.337,1.0076,1.992,167,9,1,0.949,1,1,78,True,0.5,0.4416,0.5149,70.4,172.3,245.9,175.5,39.9,7,27,11,6,thin_prior_sample_no_fade;clearing_observed(historical),27,7,16
Ngom,C,M;C,LEC,4,1.2,6.0,0.5,0.0,0.0,0.0,12,1.0,5.69,5.65,5.69,5.65,0.0,,0.342,0.0,0.0,0.077,0.0,1.0,0.241,0.191,0.026,0.02,0.026,0.531,0.9201,1.029,28,2,0,0.109,2,0,162,True,1.0,0.4415,0.4488,61.0,170.0,209.6,148.6,3.5,4,12,12,4,thin_prior_sample_no_fade,12,4,0
Ilic,C,M;C,LEC,1,1.0,6.0,0.5,0.0,0.0,0.0,10,6.0,5.982,5.993,6.005,6.127,0.064,-0.0026,0.601,0.07,0.054,0.14,0.0,4.0,0.807,2.362,0.071,0.156,0.071,0.857,0.9201,1.029,275,15,0,0.7,0,1,18,False,0.0,0.4415,0.4933,47.2,129.4,208.1,160.9,0.0,1,10,2,1,floor_qi;clearing_observed(historical),10,1,8
Kouadio,D,Dd;Dc,MON,3,1.4,6.0,0.5,0.0,0.0,0.0,14,1.0,6.0,6.0,6.0,6.0,0.0,,0.026,,,,,2.0,2.278,2.636,0.087,0.094,0.087,0.977,0.9337,1.178,0,0,0,0.0,2,0,180,True,1.0,0.4414,0.4414,77.5,185.5,217.6,140.1,23.6,3,14,4,2,thin_prior_sample_no_fade;clearing_observed(historical),14,3,10
Jovanovic,C,W;T,UDI,2,0.5,6.0,0.5,0.0,0.0,0.0,5,,,,,,,,,,,,,,,,,,,,0.965,1.523,132,3,1,0.813,0,0,0,False,0.0,0.4403,0.5014,52.4,140.0,215.8,163.4,0.0,2,5,5,2,floor_qi,5,2,0
Leysen F.,D,Ds;Dc,SAS,6,1.2,6.0,0.5,0.0,0.0,0.0,12,,,,,,,,,,,,,,,,,,,,0.9714,1.594,126,6,1,0.79,1,1,106,True,0.5,0.4393,0.4983,66.0,161.9,212.5,146.5,0.0,6,12,12,6,no_prior_data,12,6,0
Obert,D,B;Ds;E,CAG,7,1.5,6.0,0.5,0.0,0.0,0.0,15,4.0,5.815,5.812,5.765,5.765,0.241,0.06,0.461,0.015,0.061,0.197,0.0,3.0,1.038,1.672,0.047,0.094,0.047,0.411,0.9604,1.472,105,10,0,0.408,2,0,177,True,1.0,0.4392,0.4678,88.4,154.9,211.3,122.9,0.0,7,15,5,3,fade(0.98);clearing_observed(historical),15,7,10
Martinez Jo.,P,Por,INT,17,6.8,6.0,0.5,0.0,0.0,0.0,68,3.0,6.123,5.328,6.147,5.29,0.123,-0.07,0.404,0.0,0.0,0.056,0.0,1.0,1.261,0.421,0.353,0.118,0.353,3.913,1.1,3.009,140,12,0,0.544,2,0,180,True,1.0,0.4391,0.4781,51.5,155.0,192.9,141.4,9.8,17,68,1,1,goalkeeper_no_fade;clearing_observed(asta_xlsx),68,17,67
Cissè A.,C,W;T,MIL,5,2.4,6.0,0.5,0.0,0.0,0.0,24,1.0,,,,,0.0,,,,,,,,,,,,,,1.0464,2.419,143,2,1,0.856,2,0,125,True,1.0,0.439,0.5037,68.1,166.5,216.0,147.9,0.0,4,22,19,10,thin_prior_sample_no_fade;team_discount(MIL);clearing_observed(historical),22,4,3
Sulemana I.,C,M;C,SAS,3,0.7,6.0,0.5,0.0,0.0,0.0,7,4.0,5.883,6.272,5.918,6.19,0.17,-0.041,0.368,0.06,0.0,0.22,0.0,1.0,2.488,2.28,0.225,0.207,0.225,2.266,0.9714,1.594,122,7,0,0.474,0,0,0,False,0.0,0.4389,0.4725,41.4,124.1,212.2,170.8,0.0,3,7,7,3,thin_prior_sample_no_fade,7,3,0
Vitik,D,Dc,BOL,4,1.0,6.0,0.5,0.0,0.0,0.0,10,1.0,5.94,5.86,5.94,5.86,0.0,,0.474,0.0,0.0,0.167,0.0,1.0,0.738,0.171,0.05,0.012,0.05,0.545,1.004,1.952,127,12,0,0.494,0,2,0,False,0.0,0.4388,0.4739,37.8,113.3,197.9,160.1,0.0,4,10,10,5,thin_prior_sample_no_fade;clearing_observed(asta_xlsx),10,4,0
De Bruyne,C,T,NAP,17,10.8,6.0,0.5,0.0,0.0,0.0,108,1.0,6.26,7.24,6.26,7.24,0.0,,0.447,0.294,0.118,0.059,0.176,1.0,3.516,4.023,0.269,0.308,0.094,2.066,1.0241,2.173,327,10,1,1.0,0,2,57,False,0.0,0.4381,0.5154,68.5,169.0,234.9,166.4,2.5,14,92,141,70,thin_prior_sample_no_fade;team_discount(NAP);clearing_observed(asta_xlsx),92,14,-49
Mangas,D,Ds;E,MON,7,1.5,6.0,0.5,0.0,0.0,0.0,15,,,,,,,,,,,,,,,,,,,,0.9337,1.178,129,5,1,0.802,2,0,180,True,1.0,0.4381,0.498,69.1,161.9,212.5,143.4,0.0,7,15,7,3,no_prior_data;clearing_observed(historical),15,7,8
De Winter,D,Dd;Dc,MIL,5,2.0,6.0,0.5,0.0,0.0,0.0,20,5.0,5.798,5.94,4.634,4.672,2.317,1.162,0.592,0.044,0.022,0.178,0.0,4.0,1.412,0.477,0.05,0.023,0.05,0.381,1.0464,2.419,98,6,1,0.681,2,0,180,True,1.0,0.438,0.4878,67.5,152.7,215.7,148.2,0.0,4,18,5,2,thin_prior_sample_no_fade;team_discount(MIL);clearing_observed(historical),18,4,13
Amorim,C,M;C,GEN,4,1.1,6.0,0.5,0.0,0.0,0.0,11,1.0,5.72,5.67,5.72,5.67,0.0,,0.237,,,,,1.0,0.127,0.757,0.021,0.123,0.021,0.325,0.9593,1.46,0,0,0,0.0,1,1,87,True,0.5,0.4377,0.4377,65.5,160.4,215.0,149.5,0.0,4,11,2,1,thin_prior_sample_no_fade;clearing_observed(historical),11,4,9
Goglichidze,D,Dd;Dc,MON,2,0.5,6.0,0.5,0.0,0.0,0.0,5,3.0,4.795,4.693,3.837,3.763,2.713,2.875,0.513,0.0,0.03,0.091,0.0,2.0,0.457,0.219,0.025,0.013,0.025,0.272,0.9337,1.178,0,0,0,0.0,0,0,0,False,0.0,0.4376,0.4376,29.2,103.9,193.5,164.3,0.0,2,5,5,2,floor_qi,5,2,0
Pessina Mas.,P,Por,BOL,1,0.1,6.0,0.5,0.0,0.0,0.0,1,1.0,6.12,5.62,6.12,5.62,0.0,,0.105,,,,,,,,,,,,1.004,1.952,0,0,0,0.0,0,2,0,False,0.0,0.4375,0.4375,22.4,79.5,185.7,163.3,0.0,1,1,2,1,floor_qi;clearing_observed(historical),1,1,-1
Volpato,C,W;T,SAS,9,2.5,6.0,0.5,0.0,0.0,0.0,25,4.0,6.02,6.372,6.247,7.297,0.446,-0.273,0.296,0.079,0.105,0.132,0.0,3.0,1.055,1.794,0.115,0.257,0.115,1.768,0.9714,1.594,79,7,0,0.307,2,0,148,True,1.0,0.4372,0.4583,86.1,180.5,232.5,146.4,14.0,9,25,7,4,thin_prior_sample_no_fade;clearing_observed(historical),25,9,18
Bakoune,D,Dd;E,MON,2,0.4,6.0,0.5,0.0,0.0,0.0,4,,,,,,,,,,,,,,,,,,,,0.9337,1.178,142,2,1,0.852,1,1,70,True,0.5,0.4371,0.5011,66.0,161.9,212.5,146.5,0.0,2,4,2,1,floor_qi;clearing_observed(historical),4,2,2
Zarraga,C,M;C,UDI,2,0.4,6.0,0.5,0.0,0.0,0.0,4,3.0,5.813,5.985,5.867,6.19,0.144,-0.16,0.307,0.056,0.0,0.0,0.0,3.0,0.487,0.164,0.077,0.026,0.077,0.852,0.965,1.523,53,2,0,0.206,0,2,31,False,0.0,0.4371,0.451,30.7,111.6,203.8,173.1,0.0,2,4,4,2,floor_qi,4,2,0
Pavard,D,Dd;Dc,INT,6,1.4,6.0,0.5,0.0,0.0,0.0,14,3.0,6.315,6.29,6.28,6.247,0.184,0.105,0.386,0.0,0.07,0.233,0.0,2.0,0.621,1.055,0.038,0.058,0.038,0.632,1.1,3.009,139,8,0,0.541,1,1,90,True,0.5,0.4369,0.4755,78.8,170.2,218.0,139.2,8.3,6,14,4,2,thin_prior_sample_no_fade;clearing_observed(historical),14,6,10
Desplanches,P,Por,FRO,2,0.1,6.0,0.5,0.0,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,0.9827,1.718,140,4,1,0.844,0,2,0,False,0.0,0.4368,0.5001,52.3,135.4,213.2,160.9,0.0,2,1,1,2,floor_qi,1,2,0
Tourè E.,A,Pc,PAR,10,3.7,6.0,0.5,0.0,0.0,0.0,37,1.0,,,,,0.0,,,,,,,1.0,1.883,1.041,0.459,0.254,0.459,2.927,0.9545,1.408,380,10,1,1.0,2,0,170,True,1.0,0.4365,0.5135,66.3,156.9,214.2,147.9,24.5,10,37,5,2,thin_prior_sample_no_fade;clearing_observed(historical),37,10,32
Bremer,D,Dc,JUV,16,6.0,6.0,0.5,0.0,0.0,0.0,60,8.0,6.372,6.605,6.14,6.316,0.258,0.0929,0.635,0.119,0.022,0.168,0.0,4.0,1.79,0.669,0.113,0.028,0.113,0.794,1.0076,1.992,341,6,1,1.0,2,0,180,True,1.0,0.4362,0.5132,87.8,202.8,239.6,151.8,40.9,11,42,66,33,fade(0.70);clearing_observed(asta_xlsx),42,11,-24
Belghali,D,Dd;E,TOR,7,2.0,6.0,0.5,0.0,0.0,0.0,20,1.0,6.1,6.21,6.1,6.21,0.0,,0.684,0.077,0.0,0.231,0.0,1.0,2.601,2.21,0.121,0.103,0.121,0.977,0.9571,1.436,313,8,1,1.0,0,0,0,False,0.0,0.436,0.513,47.3,147.2,206.5,159.2,0.0,6,17,17,6,fade(0.85),17,6,0
Fazzini,C,C;T,CAG,6,2.3,6.0,0.5,0.0,0.0,0.0,23,4.0,6.067,6.235,6.03,6.143,0.226,0.044,0.474,0.069,0.028,0.194,0.0,4.0,1.851,1.167,0.149,0.105,0.149,1.624,0.9604,1.472,215,14,0,0.7,2,0,123,True,1.0,0.436,0.4872,74.1,171.4,227.4,153.3,4.9,6,23,12,6,thin_prior_sample_no_fade;clearing_observed(asta_xlsx),23,6,11
Ferguson,C,M;C,BOL,7,2.3,6.0,0.5,0.0,0.0,0.0,23,4.0,6.002,6.177,6.135,6.49,0.217,-0.16,0.651,0.152,0.04,0.172,0.01,1.0,3.481,1.686,0.403,0.195,0.403,3.012,1.004,1.952,238,5,1,1.0,2,0,180,True,1.0,0.4359,0.5128,70.6,161.2,218.7,148.1,0.0,7,23,6,3,thin_prior_sample_no_fade;clearing_observed(historical),23,7,17
Kulenovic,A,Pc,TOR,4,0.9,6.0,0.5,0.0,0.0,0.0,9,1.0,5.71,5.79,5.71,5.79,0.0,,0.184,,,,,1.0,0.852,0.341,0.27,0.108,0.27,1.585,0.9571,1.436,0,0,0,0.0,0,2,26,False,0.0,0.4358,0.4358,34.0,102.6,196.7,162.7,0.0,4,9,2,1,thin_prior_sample_no_fade;clearing_observed(historical),9,4,7
Gabbia,D,Dc,MIL,7,1.5,6.0,0.5,0.0,0.0,0.0,15,7.0,5.978,6.03,5.844,5.809,0.21,0.0289,0.383,0.056,0.0,0.183,0.0,4.0,1.56,0.174,0.065,0.01,0.065,0.617,1.0464,2.419,121,8,0,0.471,0,2,17,False,0.0,0.4355,0.4686,46.7,104.9,195.6,148.9,0.0,6,13,2,1,fade(0.97);team_discount(MIL);clearing_observed(asta_xlsx),13,6,11
Marianucci,D,Dc,NAP,1,0.3,6.0,0.5,0.0,0.0,0.0,3,2.0,5.757,5.73,5.77,5.73,0.04,,0.316,0.0,0.042,0.083,0.0,2.0,0.229,0.564,0.034,0.058,0.034,0.515,1.0241,2.173,54,4,0,0.21,0,0,0,False,0.0,0.4352,0.4494,33.5,108.2,198.6,165.1,0.0,1,3,3,1,floor_qi;team_discount(NAP),3,1,0
Oristanio,C,W;T,TOR,6,1.2,6.0,0.5,0.0,0.0,0.0,12,3.0,5.923,6.137,5.977,6.213,0.141,-0.16,0.693,0.076,0.051,0.063,0.0,3.0,3.438,1.253,0.212,0.079,0.212,1.884,0.9571,1.436,201,10,1,1.0,0,2,0,False,0.0,0.4351,0.5119,41.0,130.0,209.6,168.6,0.0,6,12,23,12,thin_prior_sample_no_fade;clearing_observed(asta_xlsx),12,6,-11
Pessina,C,M;C,MON,6,1.5,6.0,0.5,0.0,0.0,0.0,15,7.0,6.092,6.248,6.081,6.344,0.093,-0.0021,0.647,0.126,0.042,0.12,0.042,3.0,2.933,1.194,0.141,0.046,0.063,0.751,0.9337,1.178,178,3,1,0.992,0,0,0,False,0.0,0.4347,0.5107,48.6,129.9,217.5,168.9,0.0,6,15,3,2,no_prior_data;clearing_observed(historical),15,6,12
Zambo Anguissa,C,C,NAP,10,4.1,6.0,0.5,0.0,0.0,0.0,41,5.0,6.192,6.728,6.186,6.5,0.199,-0.006,0.763,0.09,0.09,0.11,0.0,,,,,,,,1.0241,2.173,179,10,1,0.996,2,0,147,True,1.0,0.4343,0.5106,78.0,185.9,245.7,167.7,19.4,8,35,90,45,thin_prior_sample_no_fade;team_discount(NAP);clearing_observed(asta_xlsx),35,8,-55
Chukwueze,C,E;W,MIL,8,2.2,6.0,0.5,0.0,0.0,0.0,22,3.0,5.783,6.052,5.87,6.177,0.263,-0.26,0.325,0.111,0.111,0.028,0.0,2.0,2.634,2.98,0.239,0.279,0.239,2.811,1.0464,2.419,111,10,0,0.432,2,0,180,True,1.0,0.4337,0.4637,68.4,159.5,220.1,151.7,0.0,7,20,15,8,thin_prior_sample_no_fade;team_discount(MIL);clearing_observed(historical),20,7,5
Cambiaghi,C,W;A,BOL,8,2.5,6.0,0.5,0.0,0.0,0.0,25,5.0,6.063,6.41,4.902,5.204,2.452,1.187,0.678,0.107,0.087,0.087,0.0,4.0,2.395,2.209,0.171,0.134,0.171,2.2,1.004,1.952,213,6,1,1.0,2,0,150,True,1.0,0.4336,0.5101,67.8,159.2,231.7,163.9,0.0,8,25,2,1,thin_prior_sample_no_fade;clearing_observed(asta_xlsx),25,8,23
Ismajli,D,Dc,TOR,7,1.3,6.0,0.5,0.0,0.0,0.0,13,6.0,5.97,5.937,5.848,5.76,0.214,0.0694,0.596,0.007,0.022,0.154,0.0,4.0,0.587,0.223,0.022,0.009,0.022,0.263,0.9571,1.436,283,16,0,0.7,1,1,113,True,0.5,0.433,0.4838,69.0,162.0,210.7,141.7,0.1,7,13,2,1,thin_prior_sample_no_fade;clearing_observed(historical),13,7,11
Juan Jesus,D,Ds;Dc,VEN,4,1.0,6.0,0.5,0.0,0.0,0.0,10,11.0,5.815,5.692,5.75,5.676,0.265,0.0202,0.392,0.025,0.006,0.229,0.0,4.0,0.427,0.269,0.038,0.017,0.038,0.295,0.9494,1.351,98,8,0,0.381,0,0,0,False,0.0,0.4327,0.4589,41.3,113.3,180.8,139.5,0.0,4,10,10,4,thin_prior_sample_no_fade,10,4,0
Sverko,D,Ds;Dc,VEN,3,0.7,6.0,0.5,0.0,0.0,0.0,7,1.0,5.75,5.86,5.75,5.86,0.0,,0.368,0.071,0.0,0.214,0.0,1.0,0.201,0.38,0.016,0.03,0.016,0.24,0.9494,1.351,77,5,0,0.299,0,0,0,False,0.0,0.4327,0.453,43.9,106.3,194.4,150.5,0.0,3,7,7,3,no_prior_data,7,3,0
Vicario,P,Por,JUV,17,7.0,6.0,0.5,0.0,0.0,0.0,70,3.0,6.423,5.002,6.44,4.97,0.043,-0.05,0.64,0.0,0.0,0.058,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,1.0076,1.992,176,7,1,0.984,2,0,179,True,1.0,0.4312,0.5059,37.3,149.2,192.2,154.9,4.0,17,70,63,31,goalkeeper_no_fade;clearing_observed(historical),70,17,7
Provedel,P,Por,INT,2,0.5,6.0,0.5,0.0,0.0,0.0,5,7.0,6.162,5.04,6.126,4.683,0.157,0.0389,0.752,0.0,0.0,0.025,0.0,4.0,,0.125,0.0,0.004,0.0,0.0,1.1,3.009,186,8,1,1.0,0,2,0,False,0.0,0.4311,0.5072,39.0,117.1,185.7,146.7,0.0,2,5,50,25,floor_qi;clearing_observed(asta_xlsx),5,2,-45
Ghedjemis,A,W;A,FRO,8,2.3,6.0,0.5,0.0,0.0,0.0,23,1.0,6.2,6.1,6.2,6.1,0.0,,0.132,,,,,1.0,0.244,0.119,,,,,0.9827,1.718,45,4,0,0.175,0,0,0,False,0.0,0.431,0.4426,34.4,99.6,206.3,171.9,0.0,8,23,4,2,no_prior_data;clearing_observed(historical),23,8,19
Carboni A.,D,Ds;Dc,MON,3,0.9,6.0,0.5,0.0,0.0,0.0,9,6.0,5.663,5.698,5.603,5.508,0.166,0.0303,0.43,0.011,0.034,0.157,0.0,2.0,0.719,0.347,0.044,0.017,0.044,0.633,0.9337,1.178,110,6,0,0.428,2,0,180,True,1.0,0.431,0.4606,76.6,145.1,205.9,129.3,0.0,3,9,2,1,no_prior_data;clearing_observed(historical),9,3,7
Jean,D,Dc,LEC,2,0.4,6.0,0.5,0.0,0.0,0.0,4,2.0,5.783,5.717,5.775,5.725,0.025,,0.303,0.0,0.0,0.0,0.0,2.0,0.025,0.029,0.004,0.003,0.004,0.058,0.9201,1.029,60,4,0,0.233,0,0,0,False,0.0,0.4309,0.4465,28.9,104.7,194.5,165.6,0.0,2,4,2,1,floor_qi;clearing_observed(historical),4,2,2
Ndaba,D,Ds;E,LEC,2,0.5,6.0,0.5,0.0,0.0,0.0,5,1.0,5.5,5.5,5.5,5.5,0.0,,0.237,,,,,1.0,0.129,0.051,0.022,0.009,0.022,0.338,0.9201,1.029,0,0,0,0.0,1,1,135,True,0.5,0.4308,0.4308,61.1,153.7,198.5,137.4,0.0,2,5,5,2,floor_qi,5,2,0
Gineitis,C,M;C,TOR,5,1.2,6.0,0.5,0.0,0.0,0.0,12,4.0,5.927,5.967,5.968,5.867,0.066,-0.049,0.441,0.055,0.036,0.182,0.0,3.0,1.185,1.753,0.082,0.127,0.082,1.568,0.9571,1.436,151,9,0,0.587,2,0,157,True,1.0,0.4306,0.4722,85.9,171.8,219.3,133.4,5.3,6,13,1,1,fade(1.12);clearing_observed(asta_xlsx),13,6,12
Gaetano,C,M;C,ATA,7,3.0,6.0,0.5,0.0,0.0,0.0,30,5.0,6.063,6.438,4.868,5.296,2.434,1.204,0.526,0.118,0.105,0.079,0.013,4.0,2.943,1.733,0.235,0.161,0.218,2.164,1.0354,2.298,163,9,1,0.934,2,0,180,True,1.0,0.4305,0.5006,69.6,165.7,231.6,162.0,0.0,7,29,23,11,fade(0.98);clearing_observed(historical),29,7,6
Loftus-Cheek,C,C;T,MIL,4,1.6,6.0,0.5,0.0,0.0,0.0,16,3.0,6.023,6.302,6.027,6.33,0.118,-0.01,0.596,0.132,0.029,0.147,0.0,3.0,2.978,1.655,0.187,0.105,0.187,1.671,1.0464,2.419,233,11,1,1.0,2,0,115,True,1.0,0.4303,0.5062,70.5,165.3,232.4,161.9,0.0,4,14,39,20,thin_prior_sample_no_fade;team_discount(MIL);clearing_observed(asta_xlsx),14,4,-25
Fitz-Jim,C,M;C,TOR,5,1.8,6.0,0.5,0.0,0.0,0.0,18,,,,,,,,,,,,,,,,,,,,0.9571,1.436,167,10,1,0.949,2,0,180,True,1.0,0.4303,0.5017,67.5,166.5,216.0,148.5,0.0,5,18,5,2,no_prior_data;clearing_observed(historical),18,5,13
Matic,C,M;C,SAS,6,1.5,6.0,0.5,0.0,0.0,0.0,15,3.0,4.007,4.033,4.04,4.093,2.858,-0.1,0.895,0.044,0.044,0.162,0.0,2.0,0.529,1.812,0.025,0.073,0.025,0.442,0.9714,1.594,71,8,0,0.276,2,0,163,True,1.0,0.4303,0.4489,75.1,146.2,205.9,130.8,0.0,6,16,3,2,fade(1.07);clearing_observed(historical),16,6,13
El Azzouzi O.,C,M;C,BOL,2,1.0,6.0,0.5,0.0,0.0,0.0,10,,,,,,,,,,,,,1.0,0.472,0.957,0.082,0.166,0.082,0.346,1.004,1.952,445,11,1,1.0,1,0,79,True,0.5,0.4302,0.5061,65.0,168.2,215.4,150.4,1.7,2,10,2,1,floor_qi;clearing_observed(historical),10,2,8
Folorunsho,C,C;T,MON,4,1.7,6.0,0.5,0.0,0.0,0.0,17,3.0,6.007,6.097,6.0,6.13,0.033,0.02,0.632,0.097,0.014,0.181,0.0,3.0,2.396,1.033,0.128,0.05,0.128,1.516,0.9337,1.178,204,17,1,1.0,0,1,36,False,0.0,0.4301,0.506,56.1,125.7,200.9,144.8,0.0,4,17,21,10,fade(1.00);clearing_observed(asta_xlsx),17,4,-4
Duncan,C,C,VEN,2,0.4,6.0,0.5,0.0,0.0,0.0,4,10.0,5.937,6.04,5.944,6.102,0.122,-0.0059,0.608,0.056,0.087,0.156,0.0,3.0,1.128,1.516,0.069,0.102,0.069,1.058,0.9494,1.351,142,7,1,0.852,0,0,0,False,0.0,0.4284,0.4912,43.1,126.8,202.9,159.8,0.0,2,4,2,1,floor_qi;clearing_observed(historical),4,2,2
Marin R.,D,Dc,NAP,2,0.8,6.0,0.5,0.0,0.0,0.0,8,1.0,6.0,5.83,6.0,5.83,0.0,,0.079,,,,,1.0,0.086,0.022,0.006,0.002,0.006,0.207,1.0241,2.173,15,3,0,0.058,2,0,171,True,1.0,0.4284,0.4322,76.8,178.6,213.9,137.1,16.7,2,7,5,3,floor_qi;team_discount(NAP);clearing_observed(historical),7,2,2
Havel,A,Pc,GEN,4,0.5,6.0,0.5,0.0,0.0,0.0,5,,,,,,,,,,,,,,,,,,,,0.9593,1.46,165,4,1,0.942,0,1,0,False,0.0,0.4282,0.4987,51.2,132.4,213.1,161.9,0.0,4,5,5,4,no_prior_data,5,4,0
Sow,C,M;C,GEN,7,1.5,6.0,0.5,0.0,0.0,0.0,15,,,,,,,,,,,,,,,,,,,,0.9593,1.46,165,10,1,0.942,1,1,73,True,0.5,0.4276,0.498,65.0,166.5,216.0,151.0,0.0,7,15,4,2,no_prior_data;clearing_observed(historical),15,7,11
Messias,C,W;T,GEN,4,0.8,6.0,0.5,0.0,0.0,0.0,8,6.0,6.12,6.408,6.1,6.548,0.102,-0.0034,0.61,0.173,0.065,0.094,0.007,4.0,2.081,1.295,0.192,0.115,0.158,2.016,0.9593,1.46,438,17,1,1.0,0,2,56,False,0.0,0.4272,0.5026,40.3,129.5,222.5,182.2,0.0,4,8,2,1,thin_prior_sample_no_fade;clearing_observed(historical),8,4,6
Chakvetadze,C,W;T,UDI,2,0.6,6.0,0.5,0.0,0.0,0.0,6,,,,,,,,,,,,,,,,,,,,0.965,1.523,184,5,1,1.0,0,0,0,False,0.0,0.4264,0.5017,52.4,140.0,207.9,155.5,0.0,2,6,6,2,floor_qi,6,2,0
Bowie,A,Pc,SAS,9,3.2,6.0,0.5,0.0,0.0,0.0,32,1.0,5.96,6.79,5.96,6.79,0.0,,0.368,0.286,0.0,0.071,0.0,1.0,4.099,0.441,0.305,0.033,0.305,2.453,0.9714,1.594,133,4,1,0.817,2,0,160,True,1.0,0.4263,0.4858,63.6,163.5,245.2,181.6,31.1,9,32,9,5,thin_prior_sample_no_fade;clearing_observed(historical),32,9,23
Pieragnolo,D,Ds;E,SAS,1,0.1,6.0,0.5,0.0,0.0,0.0,1,1.0,,,,,0.0,,,,,,,,,,,,,,0.9714,1.594,366,2,1,1.0,0,0,0,False,0.0,0.4262,0.5014,53.4,135.4,205.2,151.8,0.0,1,1,1,1,floor_qi,1,1,0
Lisman,A,W;A,VEN,1,0.1,6.0,0.5,0.0,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,0.9494,1.351,308,4,1,1.0,0,1,0,False,0.0,0.4262,0.5014,51.2,132.4,206.1,154.9,0.0,1,1,1,1,floor_qi,1,1,0
Holm,D,Dd;E,BOL,6,1.3,6.0,0.5,0.0,0.0,0.0,13,5.0,6.015,6.273,4.806,4.962,2.404,1.206,0.447,0.059,0.103,0.191,0.0,4.0,1.376,1.581,0.126,0.13,0.126,1.315,1.004,1.952,250,15,0,0.7,1,1,93,True,0.5,0.4261,0.4761,73.9,166.9,221.8,147.9,5.0,6,13,2,1,thin_prior_sample_no_fade;clearing_observed(historical),13,6,11
Cacciamani,C,E;W,TOR,6,2.4,6.0,0.5,0.0,0.0,0.0,24,1.0,6.0,6.0,6.0,6.0,0.0,,0.026,,,,,,,,,,,,0.9571,1.436,0,0,0,0.0,2,0,171,True,1.0,0.426,0.426,76.6,187.2,220.3,143.7,20.7,6,24,13,7,no_prior_data;clearing_observed(historical),24,6,11
Kambwala,D,Dd;Dc,COM,3,0.8,6.0,0.5,0.0,0.0,0.0,8,,,,,,,,,,,,,,,,,,,,1.0068,1.982,306,4,1,1.0,0,1,0,False,0.0,0.4258,0.501,53.4,135.4,205.2,151.8,0.0,3,8,8,3,no_prior_data,8,3,0
Perez K.,C,C;T,VEN,5,1.5,6.0,0.5,0.0,0.0,0.0,15,1.0,6.03,6.16,6.03,6.16,0.0,,0.421,0.062,0.062,0.25,0.0,1.0,1.355,1.047,0.108,0.083,0.108,1.035,0.9494,1.351,242,11,0,0.7,2,0,150,True,1.0,0.4258,0.4758,76.9,173.1,213.6,136.7,6.6,5,15,3,2,no_prior_data;clearing_observed(historical),15,5,12
Bobcek,A,Pc,FRO,9,3.1,6.0,0.5,0.0,0.0,0.0,31,,,,,,,,,,,,,,,,,,,,0.9827,1.718,245,7,1,1.0,0,0,0,False,0.0,0.4255,0.5006,51.2,132.4,206.1,154.9,0.0,9,31,31,9,no_prior_data,31,9,0
Cittadini,D,Dc,FRO,4,0.8,6.0,0.5,0.0,0.0,0.0,8,1.0,6.0,5.83,6.0,5.83,0.0,,0.079,,,,,1.0,,0.0,,,,,0.9827,1.718,15,2,0,0.058,1,1,106,True,0.5,0.4252,0.4289,76.8,164.3,210.3,133.5,2.4,4,8,2,1,no_prior_data;clearing_observed(historical),8,4,6
Correia T.,D,Dd;Ds;E,VEN,5,1.2,6.0,0.5,0.0,0.0,0.0,12,1.0,,,,,0.0,,,,,,,,,,,,,,0.9494,1.351,421,9,1,1.0,1,1,88,True,0.5,0.4247,0.4997,66.0,163.6,211.9,145.9,1.7,5,12,5,3,no_prior_data;clearing_observed(historical),12,5,7
Neres,A,W;A,NAP,6,2.0,6.0,0.5,0.0,0.0,0.0,20,2.0,6.233,6.8,6.255,6.78,0.065,,0.539,0.122,0.195,0.122,0.0,2.0,1.988,3.581,0.183,0.293,0.183,1.882,1.0241,2.173,432,13,1,1.0,0,2,10,False,0.0,0.4247,0.4997,49.6,140.4,234.9,185.3,8.0,5,17,20,10,thin_prior_sample_no_fade;team_discount(NAP);clearing_observed(asta_xlsx),17,5,-3
